States,Date,Homicides Rate
District of Columbia,6/1/2017,1.59
District of Columbia,7/1/2017,1.87
District of Columbia,8/1/2017,1.15
District of Columbia,9/1/2017,1.44
District of Columbia,10/1/2017,1.59
District of Columbia,11/1/2017,1.3
District of Columbia,12/1/2017,1.59
District of Columbia,1/1/2018,1.57
District of Columbia,2/1/2018,0.85
District of Columbia,3/1/2018,2.28
District of Columbia,4/1/2018,1.28
District of Columbia,5/1/2018,3.13
District of Columbia,6/1/2018,1.57
District of Columbia,7/1/2018,2.56
District of Columbia,8/1/2018,1.14
District of Columbia,9/1/2018,2.42
District of Columbia,10/1/2018,2.7
District of Columbia,11/1/2018,0
District of Columbia,12/1/2018,1.99
District of Columbia,1/1/2019,2.69
District of Columbia,2/1/2019,1.28
District of Columbia,3/1/2019,1.28
District of Columbia,4/1/2019,1.98
District of Columbia,5/1/2019,1.28
District of Columbia,6/1/2019,2.13
District of Columbia,7/1/2019,2.98
District of Columbia,8/1/2019,2.13
District of Columbia,9/1/2019,2.41
District of Columbia,10/1/2019,2.13
District of Columbia,11/1/2019,1.84
District of Columbia,12/1/2019,1.42
District of Columbia,1/1/2020,2.1
District of Columbia,2/1/2020,1.54
District of Columbia,3/1/2020,1.54
District of Columbia,4/1/2020,1.54
District of Columbia,5/1/2020,2.38
District of Columbia,6/1/2020,2.24
District of Columbia,7/1/2020,4.07
District of Columbia,8/1/2020,2.24
District of Columbia,9/1/2020,2.38
District of Columbia,10/1/2020,3.09
District of Columbia,11/1/2020,2.81
District of Columbia,12/1/2020,2.24
District of Columbia,1/1/2021,0
District of Columbia,2/1/2021,0
District of Columbia,3/1/2021,0
District of Columbia,4/1/2021,0
District of Columbia,5/1/2021,0
District of Columbia,6/1/2021,0
District of Columbia,7/1/2021,0
District of Columbia,8/1/2021,3.88
District of Columbia,9/1/2021,3.28
District of Columbia,10/1/2021,4.63
District of Columbia,11/1/2021,2.69
District of Columbia,12/1/2021,2.69
District of Columbia,1/1/2022,2.23
District of Columbia,2/1/2022,1.94
District of Columbia,3/1/2022,2.38
District of Columbia,4/1/2022,2.23
District of Columbia,5/1/2022,3.57
District of Columbia,6/1/2022,2.83
District of Columbia,7/1/2022,3.27
District of Columbia,8/1/2022,2.23
District of Columbia,9/1/2022,2.68
District of Columbia,10/1/2022,3.13
District of Columbia,11/1/2022,1.94
District of Columbia,12/1/2022,1.94
District of Columbia,1/1/2023,2.36
District of Columbia,2/1/2023,3.24
District of Columbia,3/1/2023,2.8
District of Columbia,4/1/2023,2.06
District of Columbia,5/1/2023,3.68
District of Columbia,6/1/2023,3.53
District of Columbia,7/1/2023,4.27
District of Columbia,8/1/2023,4.86
District of Columbia,9/1/2023,3.39
District of Columbia,10/1/2023,2.36
District of Columbia,11/1/2023,2.95
District of Columbia,12/1/2023,3.53
Delaware,1/1/2014,0.43
Delaware,2/1/2014,0.43
Delaware,3/1/2014,0.11
Delaware,4/1/2014,0.43
Delaware,5/1/2014,0.75
Delaware,6/1/2014,0.43
Delaware,7/1/2014,0.43
Delaware,8/1/2014,0.86
Delaware,9/1/2014,0.11
Delaware,10/1/2014,0.21
Delaware,11/1/2014,0.64
Delaware,12/1/2014,0.53
Delaware,1/1/2015,1.27
Delaware,2/1/2015,0.53
Delaware,3/1/2015,0.21
Delaware,4/1/2015,0.85
Delaware,5/1/2015,0.42
Delaware,6/1/2015,0.32
Delaware,7/1/2015,0.53
Delaware,8/1/2015,0.42
Delaware,9/1/2015,0.42
Delaware,10/1/2015,0.63
Delaware,11/1/2015,0.32
Delaware,12/1/2015,0.63
Delaware,1/1/2016,0.63
Delaware,2/1/2016,0.63
Delaware,3/1/2016,0.84
Delaware,4/1/2016,0.53
Delaware,5/1/2016,0.21
Delaware,6/1/2016,0.42
Delaware,7/1/2016,0.84
Delaware,8/1/2016,0.11
Delaware,9/1/2016,0.63
Delaware,10/1/2016,0.21
Delaware,11/1/2016,0.53
Delaware,12/1/2016,0.53
Delaware,1/1/2017,0.94
Delaware,2/1/2017,0.62
Delaware,3/1/2017,0.42
Delaware,4/1/2017,0.31
Delaware,5/1/2017,0.52
Delaware,6/1/2017,0.21
Delaware,7/1/2017,0.31
Delaware,8/1/2017,0.21
Delaware,9/1/2017,0.42
Delaware,10/1/2017,0.52
Delaware,11/1/2017,0.31
Delaware,12/1/2017,0.31
Delaware,1/1/2018,0.31
Delaware,2/1/2018,0.62
Delaware,3/1/2018,0.21
Delaware,4/1/2018,0.1
Delaware,5/1/2018,1.14
Delaware,6/1/2018,0.41
Delaware,7/1/2018,0.62
Delaware,8/1/2018,0.41
Delaware,9/1/2018,0.31
Delaware,10/1/2018,0.41
Delaware,11/1/2018,0.31
Delaware,12/1/2018,0
Delaware,1/1/2019,0.62
Delaware,2/1/2019,0.1
Delaware,3/1/2019,0.72
Delaware,4/1/2019,0.21
Delaware,5/1/2019,0.1
Delaware,6/1/2019,0.1
Delaware,7/1/2019,0.51
Delaware,8/1/2019,0.41
Delaware,9/1/2019,0.92
Delaware,10/1/2019,0.21
Delaware,11/1/2019,0.21
Delaware,12/1/2019,0.62
Delaware,1/1/2020,0.2
Delaware,2/1/2020,0.71
Delaware,3/1/2020,0.2
Delaware,4/1/2020,0.41
Delaware,5/1/2020,0.2
Delaware,6/1/2020,0.71
Delaware,7/1/2020,0.81
Delaware,8/1/2020,0.51
Delaware,9/1/2020,1.11
Delaware,10/1/2020,1.01
Delaware,11/1/2020,0.61
Delaware,12/1/2020,0.91
Delaware,1/1/2021,0.8
Delaware,2/1/2021,0.7
Delaware,3/1/2021,0.3
Delaware,4/1/2021,1.3
Delaware,5/1/2021,0.7
Delaware,6/1/2021,0.9
Delaware,7/1/2021,0.9
Delaware,8/1/2021,1.1
Delaware,9/1/2021,0.5
Delaware,10/1/2021,0.9
Delaware,11/1/2021,0.7
Delaware,12/1/2021,0.9
Delaware,1/1/2022,0.29
Delaware,2/1/2022,0.69
Delaware,3/1/2022,0.39
Delaware,4/1/2022,0.49
Delaware,5/1/2022,0.2
Delaware,6/1/2022,0.2
Delaware,7/1/2022,0.39
Delaware,8/1/2022,0.49
Delaware,9/1/2022,0.39
Delaware,10/1/2022,0.39
Delaware,11/1/2022,0.39
Delaware,12/1/2022,0.49
Delaware,1/1/2023,0.19
Delaware,2/1/2023,0.78
Delaware,3/1/2023,0.39
Delaware,4/1/2023,0.29
Delaware,5/1/2023,0.29
Delaware,6/1/2023,0.29
Delaware,7/1/2023,0.19
Delaware,8/1/2023,0.39
Delaware,9/1/2023,0.78
Delaware,10/1/2023,0.19
Delaware,11/1/2023,0.19
Delaware,12/1/2023,0.48
Florida,1/1/2014,0
Florida,2/1/2014,0
Florida,3/1/2014,0
Florida,4/1/2014,0
Florida,5/1/2014,0
Florida,6/1/2014,0
Florida,7/1/2014,0
Florida,8/1/2014,0
Florida,9/1/2014,0
Florida,10/1/2014,0
Florida,11/1/2014,0
Florida,12/1/2014,0
Florida,1/1/2015,0
Florida,2/1/2015,0
Florida,3/1/2015,0
Florida,4/1/2015,0
Florida,5/1/2015,0
Florida,6/1/2015,0
Florida,7/1/2015,0
Florida,8/1/2015,0
Florida,9/1/2015,0
Florida,10/1/2015,0
Florida,11/1/2015,0
Florida,12/1/2015,0
Florida,1/1/2016,0
Florida,2/1/2016,0
Florida,3/1/2016,0
Florida,4/1/2016,0
Florida,5/1/2016,0
Florida,6/1/2016,0
Florida,7/1/2016,0
Florida,8/1/2016,0
Florida,9/1/2016,0
Florida,10/1/2016,0
Florida,11/1/2016,0
Florida,12/1/2016,0
Florida,1/1/2017,0
Florida,2/1/2017,0
Florida,3/1/2017,0
Florida,4/1/2017,0
Florida,5/1/2017,0
Florida,6/1/2017,0
Florida,7/1/2017,0
Florida,8/1/2017,0
Florida,9/1/2017,0
Florida,10/1/2017,0
Florida,11/1/2017,0
Florida,12/1/2017,0
Florida,1/1/2018,0
Florida,2/1/2018,0
Florida,3/1/2018,0
Florida,4/1/2018,0.01
Florida,5/1/2018,0
Florida,6/1/2018,0
Florida,7/1/2018,0
Florida,8/1/2018,0
Florida,9/1/2018,0.01
Florida,10/1/2018,0
Florida,11/1/2018,0
Florida,12/1/2018,0
Florida,1/1/2019,0
Florida,2/1/2019,0
Florida,3/1/2019,0
Florida,4/1/2019,0
Florida,5/1/2019,0
Florida,6/1/2019,0
Florida,7/1/2019,0
Florida,8/1/2019,0
Florida,9/1/2019,0
Florida,10/1/2019,0
Florida,11/1/2019,0
Florida,12/1/2019,0
Florida,1/1/2020,0
Florida,2/1/2020,0
Florida,3/1/2020,0
Florida,4/1/2020,0
Florida,5/1/2020,0
Florida,6/1/2020,0
Florida,7/1/2020,0
Florida,8/1/2020,0
Florida,9/1/2020,0.01
Florida,10/1/2020,0
Florida,11/1/2020,0
Florida,12/1/2020,0
Florida,1/1/2021,0.12
Florida,2/1/2021,0.13
Florida,3/1/2021,0.09
Florida,4/1/2021,0.11
Florida,5/1/2021,0.12
Florida,6/1/2021,0.08
Florida,7/1/2021,0.13
Florida,8/1/2021,0.1
Florida,9/1/2021,0.13
Florida,10/1/2021,0.17
Florida,11/1/2021,0.11
Florida,12/1/2021,0.11
Florida,1/1/2022,0.17
Florida,2/1/2022,0.14
Florida,3/1/2022,0.18
Florida,4/1/2022,0.2
Florida,5/1/2022,0.18
Florida,6/1/2022,0.13
Florida,7/1/2022,0.16
Florida,8/1/2022,0.17
Florida,9/1/2022,0.19
Florida,10/1/2022,0.22
Florida,11/1/2022,0.21
Florida,12/1/2022,0.21
Florida,1/1/2023,0.17
Florida,2/1/2023,0.14
Florida,3/1/2023,0.19
Florida,4/1/2023,0.14
Florida,5/1/2023,0.13
Florida,6/1/2023,0.22
Florida,7/1/2023,0.2
Florida,8/1/2023,0.14
Florida,9/1/2023,0.22
Florida,10/1/2023,0.18
Florida,11/1/2023,0.16
Florida,12/1/2023,0.16
Georgia,1/1/2014,0.39
Georgia,2/1/2014,0.3
Georgia,3/1/2014,0.51
Georgia,4/1/2014,0.55
Georgia,5/1/2014,0.59
Georgia,6/1/2014,0.44
Georgia,7/1/2014,0.38
Georgia,8/1/2014,0.57
Georgia,9/1/2014,0.54
Georgia,10/1/2014,0.43
Georgia,11/1/2014,0.53
Georgia,12/1/2014,0.48
Georgia,1/1/2015,0.46
Georgia,2/1/2015,0.41
Georgia,3/1/2015,0.38
Georgia,4/1/2015,0.47
Georgia,5/1/2015,0.39
Georgia,6/1/2015,0.46
Georgia,7/1/2015,0.53
Georgia,8/1/2015,0.47
Georgia,9/1/2015,0.56
Georgia,10/1/2015,0.47
Georgia,11/1/2015,0.52
Georgia,12/1/2015,0.44
Georgia,1/1/2016,0.48
Georgia,2/1/2016,0.44
Georgia,3/1/2016,0.47
Georgia,4/1/2016,0.49
Georgia,5/1/2016,0.48
Georgia,6/1/2016,0.66
Georgia,7/1/2016,0.65
Georgia,8/1/2016,0.59
Georgia,9/1/2016,0.47
Georgia,10/1/2016,0.49
Georgia,11/1/2016,0.59
Georgia,12/1/2016,0.51
Georgia,1/1/2017,0.49
Georgia,2/1/2017,0.44
Georgia,3/1/2017,0.44
Georgia,4/1/2017,0.59
Georgia,5/1/2017,0.48
Georgia,6/1/2017,0.58
Georgia,7/1/2017,0.47
Georgia,8/1/2017,0.58
Georgia,9/1/2017,0.47
Georgia,10/1/2017,0.78
Georgia,11/1/2017,0.57
Georgia,12/1/2017,0.5
Georgia,1/1/2018,0.4
Georgia,2/1/2018,0.45
Georgia,3/1/2018,0.47
Georgia,4/1/2018,0.44
Georgia,5/1/2018,0.52
Georgia,6/1/2018,0.5
Georgia,7/1/2018,0.56
Georgia,8/1/2018,0.52
Georgia,9/1/2018,0.38
Georgia,10/1/2018,0.46
Georgia,11/1/2018,0.46
Georgia,12/1/2018,0.6
Georgia,1/1/2019,0.49
Georgia,2/1/2019,0.39
Georgia,3/1/2019,0.57
Georgia,4/1/2019,0.58
Georgia,5/1/2019,0.45
Georgia,6/1/2019,0.39
Georgia,7/1/2019,0.47
Georgia,8/1/2019,0.38
Georgia,9/1/2019,0.35
Georgia,10/1/2019,0.16
Georgia,11/1/2019,0.19
Georgia,12/1/2019,0.14
Georgia,1/1/2020,0.35
Georgia,2/1/2020,0.28
Georgia,3/1/2020,0.4
Georgia,4/1/2020,0.3
Georgia,5/1/2020,0.48
Georgia,6/1/2020,0.43
Georgia,7/1/2020,0.53
Georgia,8/1/2020,0.38
Georgia,9/1/2020,0.43
Georgia,10/1/2020,0.66
Georgia,11/1/2020,0.92
Georgia,12/1/2020,0.64
Georgia,1/1/2021,0.65
Georgia,2/1/2021,0.58
Georgia,3/1/2021,0.57
Georgia,4/1/2021,0.55
Georgia,5/1/2021,0.71
Georgia,6/1/2021,0.58
Georgia,7/1/2021,0.69
Georgia,8/1/2021,0.65
Georgia,9/1/2021,0.61
Georgia,10/1/2021,0.74
Georgia,11/1/2021,0.66
Georgia,12/1/2021,0.48
Georgia,1/1/2022,0.58
Georgia,2/1/2022,0.55
Georgia,3/1/2022,0.64
Georgia,4/1/2022,0.72
Georgia,5/1/2022,0.76
Georgia,6/1/2022,0.69
Georgia,7/1/2022,0.62
Georgia,8/1/2022,0.65
Georgia,9/1/2022,0.57
Georgia,10/1/2022,0.72
Georgia,11/1/2022,0.61
Georgia,12/1/2022,0.69
Georgia,1/1/2023,0.51
Georgia,2/1/2023,0.51
Georgia,3/1/2023,0.49
Georgia,4/1/2023,0.57
Georgia,5/1/2023,0.59
Georgia,6/1/2023,0.58
Georgia,7/1/2023,0.57
Georgia,8/1/2023,0.53
Georgia,9/1/2023,0.42
Georgia,10/1/2023,0.61
Georgia,11/1/2023,0.42
Georgia,12/1/2023,0.34
Hawaii,1/1/2014,0.28
Hawaii,2/1/2014,0.14
Hawaii,3/1/2014,0.07
Hawaii,4/1/2014,0.07
Hawaii,5/1/2014,0.07
Hawaii,6/1/2014,0
Hawaii,7/1/2014,0.07
Hawaii,8/1/2014,0
Hawaii,9/1/2014,0
Hawaii,10/1/2014,0
Hawaii,11/1/2014,0.14
Hawaii,12/1/2014,0.21
Hawaii,1/1/2015,0.21
Hawaii,2/1/2015,0.35
Hawaii,3/1/2015,0.07
Hawaii,4/1/2015,0.21
Hawaii,5/1/2015,0.21
Hawaii,6/1/2015,0.14
Hawaii,7/1/2015,0.07
Hawaii,8/1/2015,0.21
Hawaii,9/1/2015,0.14
Hawaii,10/1/2015,0.07
Hawaii,11/1/2015,0.28
Hawaii,12/1/2015,0.07
Hawaii,1/1/2016,0.35
Hawaii,2/1/2016,0
Hawaii,3/1/2016,0.28
Hawaii,4/1/2016,0.28
Hawaii,5/1/2016,0.42
Hawaii,6/1/2016,0.14
Hawaii,7/1/2016,0.28
Hawaii,8/1/2016,0.14
Hawaii,9/1/2016,0.07
Hawaii,10/1/2016,0.21
Hawaii,11/1/2016,0.35
Hawaii,12/1/2016,0.21
Hawaii,1/1/2017,0.35
Hawaii,2/1/2017,0
Hawaii,3/1/2017,0.21
Hawaii,4/1/2017,0.42
Hawaii,5/1/2017,0.07
Hawaii,6/1/2017,0.21
Hawaii,7/1/2017,0.14
Hawaii,8/1/2017,0.14
Hawaii,9/1/2017,0.28
Hawaii,10/1/2017,0.21
Hawaii,11/1/2017,0.21
Hawaii,12/1/2017,0.49
Hawaii,1/1/2018,0.21
Hawaii,2/1/2018,0.21
Hawaii,3/1/2018,0.07
Hawaii,4/1/2018,0.14
Hawaii,5/1/2018,0.28
Hawaii,6/1/2018,0.21
Hawaii,7/1/2018,0.21
Hawaii,8/1/2018,0.42
Hawaii,9/1/2018,0.28
Hawaii,10/1/2018,0.21
Hawaii,11/1/2018,0.28
Hawaii,12/1/2018,0
Hawaii,1/1/2019,0
Hawaii,2/1/2019,0.07
Hawaii,3/1/2019,0.49
Hawaii,4/1/2019,0.21
Hawaii,5/1/2019,0.07
Hawaii,6/1/2019,0.07
Hawaii,7/1/2019,0.07
Hawaii,8/1/2019,0.28
Hawaii,9/1/2019,0.28
Hawaii,10/1/2019,0.35
Hawaii,11/1/2019,0.21
Hawaii,12/1/2019,0.14
Hawaii,1/1/2020,0.5
Hawaii,2/1/2020,0.36
Hawaii,3/1/2020,0.14
Hawaii,4/1/2020,0.21
Hawaii,5/1/2020,0.14
Hawaii,6/1/2020,0.36
Hawaii,7/1/2020,0.71
Hawaii,8/1/2020,0.57
Hawaii,9/1/2020,0.07
Hawaii,10/1/2020,0.07
Hawaii,11/1/2020,0
Hawaii,12/1/2020,0.14
Hawaii,1/1/2021,0.07
Hawaii,2/1/2021,0.14
Hawaii,3/1/2021,0.35
Hawaii,4/1/2021,0.07
Hawaii,5/1/2021,0.14
Hawaii,6/1/2021,0.28
Hawaii,7/1/2021,0.21
Hawaii,8/1/2021,0.35
Hawaii,9/1/2021,0.07
Hawaii,10/1/2021,0.07
Hawaii,11/1/2021,0.07
Hawaii,12/1/2021,0.14
Hawaii,1/1/2022,0.14
Hawaii,2/1/2022,0.42
Hawaii,3/1/2022,0.14
Hawaii,4/1/2022,0.14
Hawaii,5/1/2022,0.14
Hawaii,6/1/2022,0.07
Hawaii,7/1/2022,0.28
Hawaii,8/1/2022,0.21
Hawaii,9/1/2022,0.07
Hawaii,10/1/2022,0.14
Hawaii,11/1/2022,0
Hawaii,12/1/2022,0.21
Hawaii,1/1/2023,0.07
Hawaii,2/1/2023,0.21
Hawaii,3/1/2023,0
Hawaii,4/1/2023,0.14
Hawaii,5/1/2023,0
Hawaii,6/1/2023,0
Hawaii,7/1/2023,0.07
Hawaii,8/1/2023,0.07
Hawaii,9/1/2023,0.14
Hawaii,10/1/2023,0
Hawaii,11/1/2023,0
Hawaii,12/1/2023,0
Iowa,1/1/2014,0.16
Iowa,2/1/2014,0.1
Iowa,3/1/2014,0
Iowa,4/1/2014,0.16
Iowa,5/1/2014,0.16
Iowa,6/1/2014,0.29
Iowa,7/1/2014,0.16
Iowa,8/1/2014,0.35
Iowa,9/1/2014,0.1
Iowa,10/1/2014,0.06
Iowa,11/1/2014,0.13
Iowa,12/1/2014,0.23
Iowa,1/1/2015,0.22
Iowa,2/1/2015,0.1
Iowa,3/1/2015,0.1
Iowa,4/1/2015,0.19
Iowa,5/1/2015,0.13
Iowa,6/1/2015,0.32
Iowa,7/1/2015,0.03
Iowa,8/1/2015,0.22
Iowa,9/1/2015,0.38
Iowa,10/1/2015,0.13
Iowa,11/1/2015,0.32
Iowa,12/1/2015,0.22
Iowa,1/1/2016,0.06
Iowa,2/1/2016,0.06
Iowa,3/1/2016,0.26
Iowa,4/1/2016,0.19
Iowa,5/1/2016,0.06
Iowa,6/1/2016,0.16
Iowa,7/1/2016,0.19
Iowa,8/1/2016,0.16
Iowa,9/1/2016,0.16
Iowa,10/1/2016,0.51
Iowa,11/1/2016,0.35
Iowa,12/1/2016,0.19
Iowa,1/1/2017,0.32
Iowa,2/1/2017,0.22
Iowa,3/1/2017,0.22
Iowa,4/1/2017,0.32
Iowa,5/1/2017,0.35
Iowa,6/1/2017,0.38
Iowa,7/1/2017,0.19
Iowa,8/1/2017,0.29
Iowa,9/1/2017,0.19
Iowa,10/1/2017,0.16
Iowa,11/1/2017,0.38
Iowa,12/1/2017,0.1
Iowa,1/1/2018,0.29
Iowa,2/1/2018,0.03
Iowa,3/1/2018,0.13
Iowa,4/1/2018,0.19
Iowa,5/1/2018,0.19
Iowa,6/1/2018,0.13
Iowa,7/1/2018,0.1
Iowa,8/1/2018,0.1
Iowa,9/1/2018,0.06
Iowa,10/1/2018,0.1
Iowa,11/1/2018,0.06
Iowa,12/1/2018,0.06
Iowa,1/1/2019,0.16
Iowa,2/1/2019,0.13
Iowa,3/1/2019,0.13
Iowa,4/1/2019,0.19
Iowa,5/1/2019,0.13
Iowa,6/1/2019,0.19
Iowa,7/1/2019,0.25
Iowa,8/1/2019,0.19
Iowa,9/1/2019,0.06
Iowa,10/1/2019,0.29
Iowa,11/1/2019,0.19
Iowa,12/1/2019,0.32
Iowa,1/1/2020,0.32
Iowa,2/1/2020,0.19
Iowa,3/1/2020,0.19
Iowa,4/1/2020,0.28
Iowa,5/1/2020,0.41
Iowa,6/1/2020,0.47
Iowa,7/1/2020,0.35
Iowa,8/1/2020,0.25
Iowa,9/1/2020,0.25
Iowa,10/1/2020,0.19
Iowa,11/1/2020,0.38
Iowa,12/1/2020,0.25
Iowa,1/1/2021,0.13
Iowa,2/1/2021,0.28
Iowa,3/1/2021,0.19
Iowa,4/1/2021,0.25
Iowa,5/1/2021,0.16
Iowa,6/1/2021,0.22
Iowa,7/1/2021,0.19
Iowa,8/1/2021,0.22
Iowa,9/1/2021,0.09
Iowa,10/1/2021,0.31
Iowa,11/1/2021,0.19
Iowa,12/1/2021,0.09
Iowa,1/1/2022,0.16
Iowa,2/1/2022,0.06
Iowa,3/1/2022,0.19
Iowa,4/1/2022,0.12
Iowa,5/1/2022,0.12
Iowa,6/1/2022,0.19
Iowa,7/1/2022,0.28
Iowa,8/1/2022,0.34
Iowa,9/1/2022,0.09
Iowa,10/1/2022,0.06
Iowa,11/1/2022,0.16
Iowa,12/1/2022,0.09
Iowa,1/1/2023,0.47
Iowa,2/1/2023,0.31
Iowa,3/1/2023,0.25
Iowa,4/1/2023,0.19
Iowa,5/1/2023,0.31
Iowa,6/1/2023,0.16
Iowa,7/1/2023,0.22
Iowa,8/1/2023,0.03
Iowa,9/1/2023,0.06
Iowa,10/1/2023,0.25
Iowa,11/1/2023,0.09
Iowa,12/1/2023,0.09
Idaho,1/1/2014,0.06
Idaho,2/1/2014,0.12
Idaho,3/1/2014,0.18
Idaho,4/1/2014,0.12
Idaho,5/1/2014,0.18
Idaho,6/1/2014,0.06
Idaho,7/1/2014,0.31
Idaho,8/1/2014,0.18
Idaho,9/1/2014,0.06
Idaho,10/1/2014,0.24
Idaho,11/1/2014,0.18
Idaho,12/1/2014,0.12
Idaho,1/1/2015,0.3
Idaho,2/1/2015,0.06
Idaho,3/1/2015,0.3
Idaho,4/1/2015,0
Idaho,5/1/2015,0.12
Idaho,6/1/2015,0.24
Idaho,7/1/2015,0.12
Idaho,8/1/2015,0.24
Idaho,9/1/2015,0.18
Idaho,10/1/2015,0.06
Idaho,11/1/2015,0.12
Idaho,12/1/2015,0.06
Idaho,1/1/2016,0.12
Idaho,2/1/2016,0.42
Idaho,3/1/2016,0.06
Idaho,4/1/2016,0.06
Idaho,5/1/2016,0.3
Idaho,6/1/2016,0.18
Idaho,7/1/2016,0.3
Idaho,8/1/2016,0.24
Idaho,9/1/2016,0.18
Idaho,10/1/2016,0.48
Idaho,11/1/2016,0.3
Idaho,12/1/2016,0.18
Idaho,1/1/2017,0.29
Idaho,2/1/2017,0.23
Idaho,3/1/2017,0.12
Idaho,4/1/2017,0.06
Idaho,5/1/2017,0.12
Idaho,6/1/2017,0.35
Idaho,7/1/2017,0.06
Idaho,8/1/2017,0.23
Idaho,9/1/2017,0.35
Idaho,10/1/2017,0.06
Idaho,11/1/2017,0.23
Idaho,12/1/2017,0.06
Idaho,1/1/2018,0.34
Idaho,2/1/2018,0.17
Idaho,3/1/2018,0.11
Idaho,4/1/2018,0.23
Idaho,5/1/2018,0.11
Idaho,6/1/2018,0.11
Idaho,7/1/2018,0.17
Idaho,8/1/2018,0.11
Idaho,9/1/2018,0.17
Idaho,10/1/2018,0.17
Idaho,11/1/2018,0.17
Idaho,12/1/2018,0
Idaho,1/1/2019,0.17
Idaho,2/1/2019,0.06
Idaho,3/1/2019,0.28
Idaho,4/1/2019,0.22
Idaho,5/1/2019,0.11
Idaho,6/1/2019,0.11
Idaho,7/1/2019,0.11
Idaho,8/1/2019,0.06
Idaho,9/1/2019,0.17
Idaho,10/1/2019,0.11
Idaho,11/1/2019,0.06
Idaho,12/1/2019,0.11
Idaho,1/1/2020,0.11
Idaho,2/1/2020,0.11
Idaho,3/1/2020,0.22
Idaho,4/1/2020,0.22
Idaho,5/1/2020,0.22
Idaho,6/1/2020,0.11
Idaho,7/1/2020,0.05
Idaho,8/1/2020,0.27
Idaho,9/1/2020,0.33
Idaho,10/1/2020,0.33
Idaho,11/1/2020,0.05
Idaho,12/1/2020,0.27
Idaho,1/1/2021,0.11
Idaho,2/1/2021,0.26
Idaho,3/1/2021,0.05
Idaho,4/1/2021,0.26
Idaho,5/1/2021,0.16
Idaho,6/1/2021,0
Idaho,7/1/2021,0.16
Idaho,8/1/2021,0.16
Idaho,9/1/2021,0.37
Idaho,10/1/2021,0.47
Idaho,11/1/2021,0.11
Idaho,12/1/2021,0.16
Idaho,1/1/2022,0.31
Idaho,2/1/2022,0.21
Idaho,3/1/2022,0.21
Idaho,4/1/2022,0.05
Idaho,5/1/2022,0.36
Idaho,6/1/2022,0.31
Idaho,7/1/2022,0.1
Idaho,8/1/2022,0.26
Idaho,9/1/2022,0.21
Idaho,10/1/2022,0.31
Idaho,11/1/2022,0.41
Idaho,12/1/2022,0
Idaho,1/1/2023,0.15
Idaho,2/1/2023,0.1
Idaho,3/1/2023,0.25
Idaho,4/1/2023,0.1
Idaho,5/1/2023,0.15
Idaho,6/1/2023,0.61
Idaho,7/1/2023,0.1
Idaho,8/1/2023,0.31
Idaho,9/1/2023,0.1
Idaho,10/1/2023,0
Idaho,11/1/2023,0.2
Idaho,12/1/2023,0.25
Illinois,1/1/2014,0.17
Illinois,2/1/2014,0.17
Illinois,3/1/2014,0.19
Illinois,4/1/2014,0.28
Illinois,5/1/2014,0.35
Illinois,6/1/2014,0.29
Illinois,7/1/2014,0.32
Illinois,8/1/2014,0.4
Illinois,9/1/2014,0.33
Illinois,10/1/2014,0.26
Illinois,11/1/2014,0.29
Illinois,12/1/2014,0.33
Illinois,1/1/2015,0.28
Illinois,2/1/2015,0.14
Illinois,3/1/2015,0.27
Illinois,4/1/2015,0.29
Illinois,5/1/2015,0.38
Illinois,6/1/2015,0.38
Illinois,7/1/2015,0.44
Illinois,8/1/2015,0.44
Illinois,9/1/2015,0.45
Illinois,10/1/2015,0.23
Illinois,11/1/2015,0.3
Illinois,12/1/2015,0.27
Illinois,1/1/2016,0.55
Illinois,2/1/2016,0.44
Illinois,3/1/2016,0.48
Illinois,4/1/2016,0.46
Illinois,5/1/2016,0.65
Illinois,6/1/2016,0.7
Illinois,7/1/2016,0.7
Illinois,8/1/2016,0.88
Illinois,9/1/2016,0.65
Illinois,10/1/2016,0.8
Illinois,11/1/2016,0.8
Illinois,12/1/2016,0.62
Illinois,1/1/2017,0.62
Illinois,2/1/2017,0.18
Illinois,3/1/2017,0.45
Illinois,4/1/2017,0.5
Illinois,5/1/2017,0.72
Illinois,6/1/2017,0.24
Illinois,7/1/2017,0.81
Illinois,8/1/2017,0.67
Illinois,9/1/2017,0.73
Illinois,10/1/2017,0.71
Illinois,11/1/2017,0.42
Illinois,12/1/2017,0.44
Illinois,1/1/2018,0.52
Illinois,2/1/2018,0.52
Illinois,3/1/2018,0.4
Illinois,4/1/2018,0.5
Illinois,5/1/2018,0.58
Illinois,6/1/2018,0.74
Illinois,7/1/2018,0.78
Illinois,8/1/2018,0.61
Illinois,9/1/2018,0.62
Illinois,10/1/2018,0.61
Illinois,11/1/2018,0.58
Illinois,12/1/2018,0.49
Illinois,1/1/2019,0.41
Illinois,2/1/2019,0.47
Illinois,3/1/2019,0.5
Illinois,4/1/2019,0.79
Illinois,5/1/2019,0.63
Illinois,6/1/2019,0.62
Illinois,7/1/2019,0.61
Illinois,8/1/2019,0.63
Illinois,9/1/2019,0.62
Illinois,10/1/2019,0.49
Illinois,11/1/2019,0.39
Illinois,12/1/2019,0.57
Illinois,1/1/2020,0.17
Illinois,2/1/2020,0.41
Illinois,3/1/2020,0.36
Illinois,4/1/2020,0.65
Illinois,5/1/2020,0.91
Illinois,6/1/2020,1
Illinois,7/1/2020,1.12
